Marca,Modelo,Motor,Referencia_OEM,Potencia_kW_CV,Año_Rango,Filtro_Aire,Filtro_Aceite,Filtro_Combustible,Cod_Filtro_Habitaculo,Tipo_Filtro_Habitaculo
VW (VOLKSWAGEN),GENERAL,1.4 TSI,DJKD,96 (131),07/18 ©,C 27 009,,W 712/95 / WK 69/2 / WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 TSI,CZCB,92 (125),06/15 ©,C 27 009,,W 712/95 / WK 69/2 / WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.6 SRE,CWVA,81 (110),11/15 ©,C 21 014,,W 712/95 / WK 69/2 / WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.6 TDI,CAYD,75 (102),06/15 ©,C 35 154 / C 35 154/1,HU 7008 z,PU 825 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.6 TDI,CAYE,,06/15-11/17,C 35 154 / C 35 154/1,HU 7008 z,PU 825 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,,,06/15 ©,C 35 154 / C 35 154/1,HU 7020 z,W 712/95 / PU 8028 / PU 825 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,"CUUD, DFSD",75 (102),06/15 ©,C 35 154 / C 35 154/1,HU 7020 z,PU 8028 / PU 825 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,"CUUE, DFSE",90 (122),06/15 ©,C 35 154 / C 35 154/1,HU 7020 z,PU 8028 / PU 825 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,"CUUB, DFSB",110 (150),06/15 ©,C 35 154 / C 35 154/1,HU 7020 z,PU 8028 / PU 825 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,,103 (140),06/15 ©,C 35 154 / C 35 154/1,HU 7008 z,PU 8028 / PU 825 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,,81 (110),06/15-09/20,C 35 154 / C 35 154/1,HU 7008 z,PU 8028 / PU 825 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),CXGD,,10/19 ©,C 32 191 / C 32 191/1,HU 7020 z,WK 8058,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),CXHC,81 (110),07/19 ©,C 32 191 / C 32 191/1,HU 7020 z,WK 8058,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),CXEC,146 (199),11/18 ©,C 32 191 / C 32 191/1,HU 7020 z,WK 8058,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),CXHB,84 (114),05/16-08/19,C 32 191 / C 32 191/1,HU 7020 z,WK 8058,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),CXEB,150 (204),06/15 ©,C 32 191 / C 32 191/1,HU 7020 z,WK 8058,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),CAAC,103 (140),04/15-12/19,C 32 191 / C 32 191/1,HU 7008 z,WK 857/1,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),"CAAB, CXGB",75 (102),04/15-12/19,C 32 191 / C 32 191/1,HU 7008 z / HU 7020 z,WK 857/1 / WK 8058,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),"CAAA, CXGA",,04/15-07/19,C 32 191 / C 32 191/1,HU 7008 z / HU 7020 z,WK 857/1 / WK 8058,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),"CXFA, CXHA",110 (150),04/15 ©,C 32 191 / C 32 191/1,HU 7020 z,WK 8058,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),CFCA,132 (180),04/15-12/19,C 32 191 / C 32 191/1,,W 7052 / WK 857/1,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI (SF/SG),CJKA,150 (204),04/15 ©,C 32 191 / C 32 191/1,,W 719/53,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI (SF/SG),CJKB,110 (150),04/15 ©,C 32 191 / C 32 191/1,H 6031 z,W 719/53,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 EHybrid,,160 (218),11/21 ©,C 27 009,,W 712/95,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.5 TSi,,100 (136),11/21 ©,C 29 036,,W 712/95,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDi,DSSA,110 (150),05/22 ©,C 30 005 / C 30 004,HU 5003 z,PU 8028,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 FSI (1F7),,110 (150),05/06-07/08,C 14 130 / C 14 130/1,HU 719/6 x,WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TDI (1F7, 1F8)",,103 (140),06/06-11/10,C 35 154 / C 35 154/1,HU 719/7 x / HU 7008 z,PU 825 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (1F8),CFFA,100 (136),11/10-08/15,C 35 154 / C 35 154/1,HU 7008 z,PU 825 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TFSI (1F7, 1F8)","CAWB, CBFA, CCTA, CCZA",147 (200),05/06-08/15,C 41 110 / C 35 154 / C 35 154/1,HU 719/6 x,WK 69 / W 719/45,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TFSI (1F7, 1F8)",CCZB,155 (210),11/09-08/15,C 35 154 / C 35 154/1,,W 719/45 / WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,3.2 V6 (1F7),,184 (250),06/06-06/09,C 36 188 / C 36 188/1,HU 719/7 x,WK 69/2,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,3.6 FSI V6 (1F7),CDVA,191 (260),05/09-12/10,C 36 188 / C 36 188/1,HU 719/7 x,WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.9 TDI (1J1,1J5)",,74 (100),10/00-06/06,C 37 153 / C 37 153/1,HU 726/2 x,WK 853/3 x,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.9 TDI (1J1,1J5)",,96 (130),04/01-05/04,C 37 153 / C 37 153/1 / C 37 153 / C 37 153/1,HU 726/2 x,WK 853/3 x / W 719/30 / WK 730/1,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.3 V5 20V (1J1,1J5)",,125 (170),10/00-06/06,C 37 153 / C 37 153/1,HU 719/7 x,WK 730/1,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.8 V6 24V (1J1,1J5)",,150 (204),04/99-06/06,C 37 153 / C 37 153/1,HU 719/7 x,WK 730/1,CUK 2862 / FP 2862,Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.2 TSI (5M1, 521)",CBZA,,05/10-12/13,C 14 130 / C 14 130/1,,W 712/94 / WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.2 TSI (5M1, 521)",CBZB,77 (105),11/09-12/13,C 14 130 / C 14 130/1 / C 2998/5 x / C 3880,,W 712/93 / WK 69 / W 712/94 / W 712/52 / WK 69/2 / WK 59 x / W 712/52 / WK 69/2,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.4 FSI (1K1, 1K5, AJ5, 5M1, 521)",,,12/03-09/09,C 3083,HU 712/6 x,WK 69 / WK 512,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.4 TSI (1K1, 1K5, AJ5, 5M1, 521)",,103 (140),06/06-09/09,C 35 154 / C 35 154/1,HU 712/6 x,WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.4 TSI (1K1, 1K5, AJ5, 5M1, 521)",,125 (170),11/05-09/09,C 35 154 / C 35 154/1,HU 712/6 x,WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.4 TSI (1K1, 1K5, AJ5, 5M1, 521)",CAXA,90 (122),06/07-12/13,C 14 130 / C 14 130/1,HU 712/6 x,W 712/94 / WK 69 / W 712/93,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.4 TSI (1K5, 5M1, 521)","CAVD, CNWA, CTHD",118 (160),10/08-12/13,C 35 154 / C 35 154/1 / C 14 130 / C 14 130/1,,W 712/93 / WK 69 / W 712/94 / W 719/30 / WK 69/2 / WK 59 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.6 BiFuel (5M1, 521)",CHGA,75 (102),05/09-12/13,C 14 130 / C 14 130/1,,W 719/30 / WK 69/2,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.6 FSI (1K1, 1K5, AJ5, 5M1, 521)",,85 (115),10/03-07/08,C 3083/1,HU 712/6 x,WK 69 / WK 59 x / WK 512,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.6 TDI (5M1, 521)",CAYC,77 (105),03/09-12/13,C 35 154 / C 35 154/1,HU 7008 z,PU 936/3 x / PU 825 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.9 TDI (1K1, 1K5, AJ5, 5M1, 521)",,77 (105),10/03-09/09,C 35 154 / C 35 154/1,HU 719/7 x,PU 936/4 x / PU 936/3 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.9 TDI (1K1, 1K5, AJ5, 5M1, 521)",,,03/04-09/09,C 35 154 / C 35 154/1,HU 719/7 x,PU 936/4 x / PU 936/3 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 FSI (1K1, 1K5, AJ5, 5M1, 521)",,115 (156),08/06-11/08,C 14 130 / C 14 130/1,,W 719/30 / WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 FSI (1K1, 1K5, AJ5, 5M1, 521)",,110 (150),12/03-09/09,C 14 130 / C 14 130/1,HU 719/6 x,WK 512 / WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 GTI (1K1, 1K5, AJ5)","CAWB, CBFA, CCTA",147 (200),11/04-09/09,C 41 110 / C 35 154 / C 35 154/1,HU 719/6 x,WK 69 / W 719/45,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 SDI (1K1),,,12/03-09/09,C 14 130 / C 14 130/1,HU 719/7 x,PU 936/3 x / PU 936/4 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TDI (1K1, 1K5, AJ5, 5M1, 521)",,96 (131),11/05-09/09,C 35 154 / C 35 154/1,HU 719/7 x,PU 936/4 x / PU 936/3 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TDI (1K1, 1K5, AJ5, 5M1, 521)","CBDA, CBDB, CFHC",103 (140),10/03-09/09,C 35 154 / C 35 154/1,HU 719/7 x / HU 7008 z,PU 936/4 x / PU 936/3 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (1K1),,125 (170),11/05-09/09,C 35 154 / C 35 154/1,HU 719/7 x,PU 936/4 x / PU 936/3 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TDI (5M1, 521)","CBDC, CLCA",81 (110),01/09-12/13,C 35 154 / C 35 154/1,HU 719/7 x / HU 7008 z,PU 936/3 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TFSI GTI (1K1),,,,,,,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.4 TSI (5K1, 1K5, AJ5, 5M1, 521)",CAXA,90 (122),10/08-05/16,C 14 130 / C 14 130/1 / C 14 130 / C 14 130/1,,W 712/93 / WK 69 / W 712/94 / W 719/30 / WK 69/2,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.6 BiFuel (5K1),,75 (102),03/09-11/12,C 14 130 / C 14 130/1,,W 719/30 / WK 69/2,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.6 MultiFuel (5K1),"CCSA, CMXA",75 (102),10/08-07/13,C 14 130 / C 14 130/1,,W 719/30 / WK 69/2,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.6 TDI (5K1. AJ5, 521)",CAYB,,05/09-08/14,C 35 154 / C 35 154/1,HU 7008 z,PU 936/3 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"1.6 TDI, 1.6 TDI Blue Motion (5K1. AJ5) CAYC",,77 (105),05/09-05/16,C 35 154 / C 35 154/1,HU 7008 z,PU 936/3 x / PU 825 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.8 TSFI (5K1),CDAA,118 (160),06/09-01/11,C 35 154 / C 35 154/1,,W 719/45 / WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (517),CUUB,110 (150),11/13-05/16,C 35 154 / C 35 154/1,HU 7020 z,PU 825 x / PU 8028,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TDI (5K1, 1K5, AJ5, 5M1, 521)","CBDB, CFHC, CJAA",103 (140),10/08-05/16,C 35 154 / C 35 154/1,HU 719/7 x / HU 7008 z,PU 936/3 x / PU 825 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"2.0 TDI (5K1, 1K5, AJ5)","CBDC, CLCA, CUUA",81 (110),10/08-05/16,C 35 154 / C 35 154/1,HU 719/7 x / HU 7008 z / HU 7020 z,PU 936/3 x / PU 825 x / PU 8028,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI GTD (5K1),"CBBB, CFGB",125 (170),04/09-11/12,C 35 154 / C 35 154/1,HU 719/7 x / HU 7008 z,PU 936/3 x,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI (AJ5),CCZA,147 (200),07/09-07/13,C 35 154 / C 35 154/1,,W 719/45 / WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI GTI (5K1),CCZB,155 (210),04/09-05/16,C 35 154 / C 35 154/1,,W 719/45 / WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI GTI Ed. 35 (5K1),GDLD,173 (235),06/11-11/12,C 41 002,HU 719/6 x,WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI R (5K1),"CDLC, CRZA",188 (256),11/09-11/13,C 41 002,HU 719/6 x,WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI R (5K1),"CDLA, CDLF",199 (270),11/09-05/16,C 41 002,HU 719/6 x,WK 69,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.5 V5 (5K1),"CBTA, CBUA",125 (170),07/09-07/14,C 43 102,HU 719/6 x / H 6003 z / H 6031 z,WK 69/2,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.0 TSI (5G1/BA5),"CHZD, DKRF",85 (116),05/15 ©,C 22 035,,W 712/95,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.0 TSI (5G1/BA5),CHZK,,01/17 ©,C 22 035,,W 712/95,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.2 TSI (5G1/BA5),CYVB,81 (110),10/13 ©,C 27 009,,W 712/95,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.2 TSI (5G1/BA5),"CJZB, CYVA",,11/12-03/17,C 27 009,,W 712/95,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.2 TSI (5G1/BA5),CJZA,77 (105),11/12-03/17,C 27 009,,W 712/95,CU 2939 / CUK 2939 / FP 2939 / CUK 2939/1 / FP 2939/1,Partículas / Carbón Activo / Biofuncional / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 GTE (Hybrid) (5G1),"CUKB, DGEA",110 (150),05/14 ©,C 27 009,H 6005 z,W 712/95,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 TSI (5G1/BA5),"CZCA, CPVB",92 (125),05/14 ©,C 27 009,,W 712/95,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 TSI (5G1/BA5),"CZEA, CZDA, CHPB, CUKB",110 (150),05/14 ©,C 27 009,,W 712/95,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 TSI (5G1/BA5),"CHPA, CPTA",103 (140),11/12-03/17,C 27 009,,W 712/95,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 TSI (5G1/BA5),"CMBA, CPVA, CXSA",90 (122),11/12-03/17,C 27 009,,W 712/95,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 TSI CNG Eco (5G1/BA5),CPWA,81 (110),07/13 ©,C 27 009,,W 712/95,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.5 TGI (5G1/BA5),DHFA,96 (131),11/18 ©,C 28 043,,W 712/95,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.5 TSI (5G1/BA5),DACA,96 (131),07/17 ©,C 28 043,,W 712/95,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.5 TSI (5G1/BA5),"DADA, DPCA",110 (150),04/17 ©,C 28 043 / C 21 014,,W 712/95 / W 712/95,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.6 TDI (5G1/BA5),"DDYA, DGTE",85 (116),11/16 ©,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.6 TDI (5G1/BA5),CLHA,77 (105),11/12-03/17,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.6 TDI (5G1/BA5),"CRKB, CXXB",81 (110),11/12-03/17,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.6 TDI (5G1/BA5),"CLHB, CRKA, CXXA",,11/12-03/17,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
